Name,Title,Name
Blitzkrieg,Garage Inc. (Disc 2),Metal
Breadfan,Garage Inc. (Disc 2),Metal
The Prince,Garage Inc. (Disc 2),Metal
Stone Cold Crazy,Garage Inc. (Disc 2),Metal
So What,Garage Inc. (Disc 2),Metal
Killing Time,Garage Inc. (Disc 2),Metal
Overkill,Garage Inc. (Disc 2),Metal
Damage Case,Garage Inc. (Disc 2),Metal
Stone Dead Forever,Garage Inc. (Disc 2),Metal
Too Late Too Late,Garage Inc. (Disc 2),Metal
Hit The Lights,Kill 'Em All,Metal
The Four Horsemen,Kill 'Em All,Metal
Motorbreath,Kill 'Em All,Metal
Jump In The Fire,Kill 'Em All,Metal
(Anesthesia) Pulling Teeth,Kill 'Em All,Metal
Whiplash,Kill 'Em All,Metal
Phantom Lord,Kill 'Em All,Metal
No Remorse,Kill 'Em All,Metal
Seek & Destroy,Kill 'Em All,Metal
Metal Militia,Kill 'Em All,Metal
Ain't My Bitch,Load,Metal
2 X 4,Load,Metal
The House Jack Built,Load,Metal
Until It Sleeps,Load,Metal
King Nothing,Load,Metal
Hero Of The Day,Load,Metal
Bleeding Me,Load,Metal
Cure,Load,Metal
Poor Twisted Me,Load,Metal
Wasted My Hate,Load,Metal
Mama Said,Load,Metal
Thorn Within,Load,Metal
Ronnie,Load,Metal
The Outlaw Torn,Load,Metal
Battery,Master Of Puppets,Metal
Master Of Puppets,Master Of Puppets,Metal
The Thing That Should Not Be,Master Of Puppets,Metal
Welcome Home (Sanitarium),Master Of Puppets,Metal
Disposable Heroes,Master Of Puppets,Metal
Leper Messiah,Master Of Puppets,Metal
Orion,Master Of Puppets,Metal
Damage Inc.,Master Of Puppets,Metal
Fuel,ReLoad,Metal
The Memory Remains,ReLoad,Metal
Devil's Dance,ReLoad,Metal
The Unforgiven II,ReLoad,Metal
Better Than You,ReLoad,Metal
Slither,ReLoad,Metal
Carpe Diem Baby,ReLoad,Metal
Bad Seed,ReLoad,Metal
Where The Wild Things Are,ReLoad,Metal
Prince Charming,ReLoad,Metal
Low Man's Lyric,ReLoad,Metal
Attitude,ReLoad,Metal
Fixxxer,ReLoad,Metal
Fight Fire With Fire,Ride The Lightning,Metal
Ride The Lightning,Ride The Lightning,Metal
For Whom The Bell Tolls,Ride The Lightning,Metal
Fade To Black,Ride The Lightning,Metal
Trapped Under Ice,Ride The Lightning,Metal
Escape,Ride The Lightning,Metal
Creeping Death,Ride The Lightning,Metal
The Call Of Ktulu,Ride The Lightning,Metal
Frantic,St. Anger,Metal
St. Anger,St. Anger,Metal
Some Kind Of Monster,St. Anger,Metal
Dirty Window,St. Anger,Metal
Invisible Kid,St. Anger,Metal
My World,St. Anger,Metal
Shoot Me Again,St. Anger,Metal
Sweet Amber,St. Anger,Metal
The Unnamed Feeling,St. Anger,Metal
Purify,St. Anger,Metal
All Within My Hands,St. Anger,Metal
Blackened,...And Justice For All,Metal
...And Justice For All,...And Justice For All,Metal
Eye Of The Beholder,...And Justice For All,Metal
One,...And Justice For All,Metal
The Shortest Straw,...And Justice For All,Metal
Harvester Of Sorrow,...And Justice For All,Metal
The Frayed Ends Of Sanity,...And Justice For All,Metal
To Live Is To Die,...And Justice For All,Metal
Dyers Eve,...And Justice For All,Metal
Springsville,Miles Ahead,Jazz
The Maids Of Cadiz,Miles Ahead,Jazz
The Duke,Miles Ahead,Jazz
My Ship,Miles Ahead,Jazz
Miles Ahead,Miles Ahead,Jazz
Blues For Pablo,Miles Ahead,Jazz
New Rhumba,Miles Ahead,Jazz
The Meaning Of The Blues,Miles Ahead,Jazz
Lament,Miles Ahead,Jazz
I Don't Wanna Be Kissed (By Anyone But You),Miles Ahead,Jazz
Springsville (Alternate Take),Miles Ahead,Jazz
Blues For Pablo (Alternate Take),Miles Ahead,Jazz
The Meaning Of The Blues Lament (Alternate Take),Miles Ahead,Jazz
I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take),Miles Ahead,Jazz
Coração De Estudante,Milton Nascimento Ao Vivo,Latin
A Noite Do Meu Bem,Milton Nascimento Ao Vivo,Latin
Paisagem Na Janela,Milton Nascimento Ao Vivo,Latin
Cuitelinho,Milton Nascimento Ao Vivo,Latin
Caxangá,Milton Nascimento Ao Vivo,Latin
Nos Bailes Da Vida,Milton Nascimento Ao Vivo,Latin
Menestrel Das Alagoas,Milton Nascimento Ao Vivo,Latin
Brasil,Milton Nascimento Ao Vivo,Latin
Canção Do Novo Mundo,Milton Nascimento Ao Vivo,Latin
Um Gosto De Sol,Milton Nascimento Ao Vivo,Latin
Solar,Milton Nascimento Ao Vivo,Latin
Para Lennon E McCartney,Milton Nascimento Ao Vivo,Latin
Minas,Minas,Latin
Beijo Partido,Minas,Latin
Saudade Dos Aviões Da Panair (Conversando No Bar),Minas,Latin
Gran Circo,Minas,Latin
Ponta de Areia,Minas,Latin
Trastevere,Minas,Latin
Idolatrada,Minas,Latin
Leila (Venha Ser Feliz),Minas,Latin
Paula E Bebeto,Minas,Latin
Simples,Minas,Latin
Norwegian Wood,Minas,Latin
Caso Você Queira Saber,Minas,Latin
Ace Of Spades,Ace Of Spades,Metal
Love Me Like A Reptile,Ace Of Spades,Metal
Shoot You In The Back,Ace Of Spades,Metal
Live To Win,Ace Of Spades,Metal
Fast And Loose,Ace Of Spades,Metal
(We Are) The Road Crew,Ace Of Spades,Metal
Fire Fire,Ace Of Spades,Metal
Jailbait,Ace Of Spades,Metal
Dance,Ace Of Spades,Metal
Bite The Bullet,Ace Of Spades,Metal
The Chase Is Better Than The Catch,Ace Of Spades,Metal
The Hammer,Ace Of Spades,Metal
Dirty Love,Ace Of Spades,Metal
Please Don't Touch,Ace Of Spades,Metal
Emergency,Ace Of Spades,Metal
Kir Royal,Demorou...,World
O Que Vai Em Meu Coração,Demorou...,World
Aos Leões,Demorou...,World
Dois Índios,Demorou...,World
Noite Negra,Demorou...,World
Beijo do Olhar,Demorou...,World
É Fogo,Demorou...,World
Já Foi,Demorou...,World
Só Se For Pelo Cabelo,Demorou...,World
No Clima,Demorou...,World
A Moça e a Chuva,Demorou...,World
Demorou!,Demorou...,World
Bitter Pill,Motley Crue Greatest Hits,Metal
Enslaved,Motley Crue Greatest Hits,Metal
Kickstart My Heart,Motley Crue Greatest Hits,Metal
Wild Side,Motley Crue Greatest Hits,Metal
Glitter,Motley Crue Greatest Hits,Metal
Dr. Feelgood,Motley Crue Greatest Hits,Metal
Same Ol' Situation,Motley Crue Greatest Hits,Metal
Home Sweet Home,Motley Crue Greatest Hits,Metal
Afraid,Motley Crue Greatest Hits,Metal
Don't Go Away Mad (Just Go Away),Motley Crue Greatest Hits,Metal
Without You,Motley Crue Greatest Hits,Metal
Smokin' in The Boys Room,Motley Crue Greatest Hits,Metal
Primal Scream,Motley Crue Greatest Hits,Metal
Too Fast For Love,Motley Crue Greatest Hits,Metal
Looks That Kill,Motley Crue Greatest Hits,Metal
Shout At The Devil,Motley Crue Greatest Hits,Metal
Intro,From The Muddy Banks Of The Wishkah [Live],Rock
School,From The Muddy Banks Of The Wishkah [Live],Rock
Drain You,From The Muddy Banks Of The Wishkah [Live],Rock
Aneurysm,From The Muddy Banks Of The Wishkah [Live],Rock
Smells Like Teen Spirit,From The Muddy Banks Of The Wishkah [Live],Rock
Been A Son,From The Muddy Banks Of The Wishkah [Live],Rock
Lithium,From The Muddy Banks Of The Wishkah [Live],Rock
Sliver,From The Muddy Banks Of The Wishkah [Live],Rock
Spank Thru,From The Muddy Banks Of The Wishkah [Live],Rock
Scentless Apprentice,From The Muddy Banks Of The Wishkah [Live],Rock
Heart-Shaped Box,From The Muddy Banks Of The Wishkah [Live],Rock
Milk It,From The Muddy Banks Of The Wishkah [Live],Rock
Negative Creep,From The Muddy Banks Of The Wishkah [Live],Rock
Polly,From The Muddy Banks Of The Wishkah [Live],Rock
Breed,From The Muddy Banks Of The Wishkah [Live],Rock
Tourette's,From The Muddy Banks Of The Wishkah [Live],Rock
Blew,From The Muddy Banks Of The Wishkah [Live],Rock
Smells Like Teen Spirit,Nevermind,Rock
In Bloom,Nevermind,Rock
Come As You Are,Nevermind,Rock
Breed,Nevermind,Rock
Lithium,Nevermind,Rock
Polly,Nevermind,Rock
Territorial Pissings,Nevermind,Rock
Drain You,Nevermind,Rock
Lounge Act,Nevermind,Rock
Stay Away,Nevermind,Rock
On A Plain,Nevermind,Rock
Something In The Way,Nevermind,Rock
Time,Compositores,Rock
P.S.Apareça,Compositores,Rock
Sangue Latino,Compositores,Rock
Folhas Secas,Compositores,Rock
Poeira,Compositores,Rock
Mágica,Compositores,Rock
Quem Mata A Mulher Mata O Melhor,Compositores,Rock
Mundaréu,Compositores,Rock
O Braço Da Minha Guitarra,Compositores,Rock
Deus,Compositores,Rock
Mãe Terra,Compositores,Rock
Às Vezes,Compositores,Rock
Menino De Rua,Compositores,Rock
Prazer E Fé,Compositores,Rock
Elza,Compositores,Rock
Requebra,Olodum,Latin
Nossa Gente (Avisa Là),Olodum,Latin
Olodum - Alegria Geral,Olodum,Latin
Madagáscar Olodum,Olodum,Latin
Faraó Divindade Do Egito,Olodum,Latin
Todo Amor (Asas Da Liberdade),Olodum,Latin
Denúncia,Olodum,Latin
Cartao Postal,Olodum,Latin
Jeito Faceiro,Olodum,Latin
Revolta Olodum,Olodum,Latin
Reggae Odoyá,Olodum,Latin
Protesto Do Olodum (Ao Vivo),Olodum,Latin
Olodum - Smile (Instrumental),Olodum,Latin
Vulcão Dub - Fui Eu,Acústico MTV,Latin
O Trem Da Juventude,Acústico MTV,Latin
Manguetown,Acústico MTV,Latin
Bora-Bora,Acústico MTV,Latin
Vai Valer,Acústico MTV,Latin
I Feel Good (I Got You) - Sossego,Acústico MTV,Latin
Uns Dias,Acústico MTV,Latin
Sincero Breu,Acústico MTV,Latin
Meu Erro,Acústico MTV,Latin
Selvagem,Acústico MTV,Latin
Brasília 5:31,Acústico MTV,Latin
Tendo A Lua,Acústico MTV,Latin
Que País É Este,Acústico MTV,Latin
Navegar Impreciso,Acústico MTV,Latin
Feira Moderna,Acústico MTV,Latin
Tequila - Lourinha Bombril (Parate Y Mira),Acústico MTV,Latin
Vamo Batê Lata,Acústico MTV,Latin
Life During Wartime,Acústico MTV,Latin
Nebulosa Do Amor,Acústico MTV,Latin
Caleidoscópio,Acústico MTV,Latin
Trac Trac,Arquivo II,Latin
Tendo A Lua,Arquivo II,Latin
Mensagen De Amor (2000),Arquivo II,Latin
Lourinha Bombril,Arquivo II,Latin
La Bella Luna,Arquivo II,Latin
Busca Vida,Arquivo II,Latin
Uma Brasileira,Arquivo II,Latin
Luis Inacio (300 Picaretas),Arquivo II,Latin
Saber Amar,Arquivo II,Latin
Ela Disse Adeus,Arquivo II,Latin
O Amor Nao Sabe Esperar,Arquivo II,Latin
Aonde Quer Que Eu Va,Arquivo II,Latin
Caleidoscópio,Arquivo Os Paralamas Do Sucesso,Latin
Óculos,Arquivo Os Paralamas Do Sucesso,Latin
Cinema Mudo,Arquivo Os Paralamas Do Sucesso,Latin
Alagados,Arquivo Os Paralamas Do Sucesso,Latin
Lanterna Dos Afogados,Arquivo Os Paralamas Do Sucesso,Latin
Melô Do Marinheiro,Arquivo Os Paralamas Do Sucesso,Latin
Vital E Sua Moto,Arquivo Os Paralamas Do Sucesso,Latin
O Beco,Arquivo Os Paralamas Do Sucesso,Latin
Meu Erro,Arquivo Os Paralamas Do Sucesso,Latin
Perplexo,Arquivo Os Paralamas Do Sucesso,Latin
Me Liga,Arquivo Os Paralamas Do Sucesso,Latin
Quase Um Segundo,Arquivo Os Paralamas Do Sucesso,Latin
Selvagem,Arquivo Os Paralamas Do Sucesso,Latin
Romance Ideal,Arquivo Os Paralamas Do Sucesso,Latin
Será Que Vai Chover?,Arquivo Os Paralamas Do Sucesso,Latin
SKA,Arquivo Os Paralamas Do Sucesso,Latin
Bark at the Moon,Bark at the Moon (Remastered),Rock
I Don't Know,Blizzard of Ozz,Rock
Crazy Train,Blizzard of Ozz,Rock
Flying High Again,Diary of a Madman (Remastered),Rock
No More Tears,No More Tears (Remastered),Rock
I Don't Know,Tribute,Metal
Crazy Train,Tribute,Metal
Believer,Tribute,Metal
Mr. Crowley,Tribute,Metal
Flying High Again,Tribute,Metal
Relvelation (Mother Earth),Tribute,Metal
Steal Away (The Night),Tribute,Metal
Suicide Solution (With Guitar Solo),Tribute,Metal
Iron Man,Tribute,Metal
Children Of The Grave,Tribute,Metal
Paranoid,Tribute,Metal
Goodbye To Romance,Tribute,Metal
No Bone Movies,Tribute,Metal
Dee,Tribute,Metal
Shining In The Light,Walking Into Clarksdale,Rock
When The World Was Young,Walking Into Clarksdale,Rock
Upon A Golden Horse,Walking Into Clarksdale,Rock
Blue Train,Walking Into Clarksdale,Rock
Please Read The Letter,Walking Into Clarksdale,Rock
Most High,Walking Into Clarksdale,Rock
Heart In Your Hand,Walking Into Clarksdale,Rock
Walking Into Clarksdale,Walking Into Clarksdale,Rock
Burning Up,Walking Into Clarksdale,Rock
When I Was A Child,Walking Into Clarksdale,Rock
House Of Love,Walking Into Clarksdale,Rock
Sons Of Freedom,Walking Into Clarksdale,Rock
United Colours,Original Soundtracks 1,Soundtrack
Slug,Original Soundtracks 1,Soundtrack
Your Blue Room,Original Soundtracks 1,Soundtrack
Always Forever Now,Original Soundtracks 1,Soundtrack
A Different Kind Of Blue,Original Soundtracks 1,Soundtrack
Beach Sequence,Original Soundtracks 1,Soundtrack
Miss Sarajevo,Original Soundtracks 1,Soundtrack
Ito Okashi,Original Soundtracks 1,Soundtrack
One Minute Warning,Original Soundtracks 1,Soundtrack
Corpse (These Chains Are Way Too Long),Original Soundtracks 1,Soundtrack
Elvis Ate America,Original Soundtracks 1,Soundtrack
Plot 180,Original Soundtracks 1,Soundtrack
Theme From The Swan,Original Soundtracks 1,Soundtrack
Theme From Let's Go Native,Original Soundtracks 1,Soundtrack
Wrathchild,The Beast Live,Rock
Killers,The Beast Live,Rock
Prowler,The Beast Live,Rock
Murders In The Rue Morgue,The Beast Live,Rock
Women In Uniform,The Beast Live,Rock
Remember Tomorrow,The Beast Live,Rock
Sanctuary,The Beast Live,Rock
Running Free,The Beast Live,Rock
Phantom Of The Opera,The Beast Live,Rock
Iron Maiden,The Beast Live,Rock
Corduroy,Live On Two Legs [Live],Rock
Given To Fly,Live On Two Legs [Live],Rock
Daughter,Live On Two Legs [Live],Rock
Elderly Woman Behind The Counter In A Small Town,Live On Two Legs [Live],Rock
Untitled,Live On Two Legs [Live],Rock
MFC,Live On Two Legs [Live],Rock
Go,Live On Two Legs [Live],Rock
Red Mosquito,Live On Two Legs [Live],Rock
Even Flow,Live On Two Legs [Live],Rock
Off He Goes,Live On Two Legs [Live],Rock
Nothingman,Live On Two Legs [Live],Rock
Do The Evolution,Live On Two Legs [Live],Rock
Better Man,Live On Two Legs [Live],Rock
Black,Live On Two Legs [Live],Rock
F*Ckin' Up,Live On Two Legs [Live],Rock
Life Wasted,Pearl Jam,Alternative & Punk
World Wide Suicide,Pearl Jam,Alternative & Punk
Comatose,Pearl Jam,Alternative & Punk
Severed Hand,Pearl Jam,Alternative & Punk
Marker In The Sand,Pearl Jam,Alternative & Punk
Parachutes,Pearl Jam,Alternative & Punk
Unemployable,Pearl Jam,Alternative & Punk
Big Wave,Pearl Jam,Alternative & Punk
Gone,Pearl Jam,Alternative & Punk
Wasted Reprise,Pearl Jam,Alternative & Punk
Army Reserve,Pearl Jam,Alternative & Punk
Come Back,Pearl Jam,Alternative & Punk
Inside Job,Pearl Jam,Alternative & Punk
Can't Keep,Riot Act,Rock
Save You,Riot Act,Rock
Love Boat Captain,Riot Act,Rock
Cropduster,Riot Act,Rock
Ghost,Riot Act,Rock
I Am Mine,Riot Act,Rock
Thumbing My Way,Riot Act,Rock
You Are,Riot Act,Rock
Get Right,Riot Act,Rock
Green Disease,Riot Act,Rock
Help Help,Riot Act,Rock
Bushleager,Riot Act,Rock
Arc,Riot Act,Rock
All or None,Riot Act,Rock
Once,Ten,Rock
Evenflow,Ten,Rock
Alive,Ten,Rock
Why Go,Ten,Rock
Black,Ten,Rock
Jeremy,Ten,Rock
Oceans,Ten,Rock
Porch,Ten,Rock
Garden,Ten,Rock
Deep,Ten,Rock
Release,Ten,Rock
Go,Vs.,Rock
Animal,Vs.,Rock
Daughter,Vs.,Rock
Glorified G,Vs.,Rock
Dissident,Vs.,Rock
W.M.A.,Vs.,Rock
Blood,Vs.,Rock
Rearviewmirror,Vs.,Rock
Rats,Vs.,Rock
Elderly Woman Behind The Counter In A Small Town,Vs.,Rock
Leash,Vs.,Rock
Indifference,Vs.,Rock
Johnny B. Goode,Greatest Hits,Reggae
Don't Look Back,Greatest Hits,Reggae
Jah Seh No,Greatest Hits,Reggae
I'm The Toughest,Greatest Hits,Reggae
Nothing But Love,Greatest Hits,Reggae
Buk-In-Hamm Palace,Greatest Hits,Reggae
Bush Doctor,Greatest Hits,Reggae
Wanted Dread And Alive,Greatest Hits,Reggae
Mystic Man,Greatest Hits,Reggae
Coming In Hot,Greatest Hits,Reggae
Pick Myself Up,Greatest Hits,Reggae
Crystal Ball,Greatest Hits,Reggae
Equal Rights Downpresser Man,Greatest Hits,Reggae
Speak To Me Breathe,Dark Side Of The Moon,Rock
On The Run,Dark Side Of The Moon,Rock
Time,Dark Side Of The Moon,Rock
The Great Gig In The Sky,Dark Side Of The Moon,Rock
Money,Dark Side Of The Moon,Rock
Us And Them,Dark Side Of The Moon,Rock
Any Colour You Like,Dark Side Of The Moon,Rock
Brain Damage,Dark Side Of The Moon,Rock
Eclipse,Dark Side Of The Moon,Rock
Bohemian Rhapsody,Greatest Hits I,Rock
Another One Bites The Dust,Greatest Hits I,Rock
Killer Queen,Greatest Hits I,Rock
Fat Bottomed Girls,Greatest Hits I,Rock
Bicycle Race,Greatest Hits I,Rock
You're My Best Friend,Greatest Hits I,Rock
Don't Stop Me Now,Greatest Hits I,Rock
Save Me,Greatest Hits I,Rock
Crazy Little Thing Called Love,Greatest Hits I,Rock
Somebody To Love,Greatest Hits I,Rock
Now I'm Here,Greatest Hits I,Rock
Good Old-Fashioned Lover Boy,Greatest Hits I,Rock
Play The Game,Greatest Hits I,Rock
Flash,Greatest Hits I,Rock
Seven Seas Of Rhye,Greatest Hits I,Rock
We Will Rock You,Greatest Hits I,Rock
We Are The Champions,Greatest Hits I,Rock
We Will Rock You,News Of The World,Rock
We Are The Champions,News Of The World,Rock
Sheer Heart Attack,News Of The World,Rock
Spread Your Wings,News Of The World,Rock
Fight From The Inside,News Of The World,Rock
Sleep On The Sidewalk,News Of The World,Rock
Who Needs You,News Of The World,Rock
It's Late,News Of The World,Rock
My Melancholy Blues,News Of The World,Rock
Shiny Happy People,Out Of Time,Alternative & Punk
Me In Honey,Out Of Time,Alternative & Punk
Radio Song,Out Of Time,Alternative & Punk
Pop Song 89,Green,Alternative & Punk
Get Up,Green,Alternative & Punk
You Are The Everything,Green,Alternative & Punk
Stand,Green,Alternative & Punk
World Leader Pretend,Green,Alternative & Punk
The Wrong Child,Green,Alternative & Punk
Orange Crush,Green,Alternative & Punk
Turn You Inside-Out,Green,Alternative & Punk
Hairshirt,Green,Alternative & Punk
I Remember California,Green,Alternative & Punk
Untitled,Green,Alternative & Punk
How The West Was Won And Where It Got Us,New Adventures In Hi-Fi,Rock
The Wake-Up Bomb,New Adventures In Hi-Fi,Rock
New Test Leper,New Adventures In Hi-Fi,Rock
Undertow,New Adventures In Hi-Fi,Rock
E-Bow The Letter,New Adventures In Hi-Fi,Rock
Leave,New Adventures In Hi-Fi,Rock
Departure,New Adventures In Hi-Fi,Rock
Bittersweet Me,New Adventures In Hi-Fi,Rock
Be Mine,New Adventures In Hi-Fi,Rock
Binky The Doormat,New Adventures In Hi-Fi,Rock
Zither,New Adventures In Hi-Fi,Rock
Low Desert,New Adventures In Hi-Fi,Rock
Electrolite,New Adventures In Hi-Fi,Rock
Losing My Religion,Out Of Time,Alternative & Punk
Low,Out Of Time,Alternative & Punk
Near Wild Heaven,Out Of Time,Alternative & Punk
Endgame,Out Of Time,Alternative & Punk
Belong,Out Of Time,Alternative & Punk
Half A World Away,Out Of Time,Alternative & Punk
Texarkana,Out Of Time,Alternative & Punk
Country Feedback,Out Of Time,Alternative & Punk
Carnival Of Sorts,The Best Of R.E.M.: The IRS Years,Alternative & Punk
Radio Free Aurope,The Best Of R.E.M.: The IRS Years,Alternative & Punk
Perfect Circle,The Best Of R.E.M.: The IRS Years,Alternative & Punk
Talk About The Passion,The Best Of R.E.M.: The IRS Years,Alternative & Punk
So Central Rain,The Best Of R.E.M.: The IRS Years,Alternative & Punk
Don't Go Back To Rockville,The Best Of R.E.M.: The IRS Years,Alternative & Punk
Pretty Persuasion,The Best Of R.E.M.: The IRS Years,Alternative & Punk
Green Grow The Rushes,The Best Of R.E.M.: The IRS Years,Alternative & Punk
Can't Get There From Here,The Best Of R.E.M.: The IRS Years,Alternative & Punk
Driver 8,The Best Of R.E.M.: The IRS Years,Alternative & Punk
Fall On Me,The Best Of R.E.M.: The IRS Years,Alternative & Punk
I Believe,The Best Of R.E.M.: The IRS Years,Alternative & Punk
Cuyahoga,The Best Of R.E.M.: The IRS Years,Alternative & Punk
The One I Love,The Best Of R.E.M.: The IRS Years,Alternative & Punk
The Finest Worksong,The Best Of R.E.M.: The IRS Years,Alternative & Punk
It's The End Of The World As We Know It (And I Feel Fine),The Best Of R.E.M.: The IRS Years,Alternative & Punk
Infeliz Natal,Cesta Básica,Alternative & Punk
A Sua,Cesta Básica,Alternative & Punk
Papeau Nuky Doe,Cesta Básica,Alternative & Punk
Merry Christmas,Cesta Básica,Alternative & Punk
Bodies,Cesta Básica,Alternative & Punk
Puteiro Em João Pessoa,Cesta Básica,Alternative & Punk
Esporrei Na Manivela,Cesta Básica,Alternative & Punk
Bê-a-Bá,Cesta Básica,Alternative & Punk
Cajueiro,Cesta Básica,Alternative & Punk
Palhas Do Coqueiro,Cesta Básica,Alternative & Punk
Maluco Beleza,Raul Seixas,Rock
O Dia Em Que A Terra Parou,Raul Seixas,Rock
No Fundo Do Quintal Da Escola,Raul Seixas,Rock
O Segredo Do Universo,Raul Seixas,Rock
As Profecias,Raul Seixas,Rock
Mata Virgem,Raul Seixas,Rock
Sapato 36,Raul Seixas,Rock
Todo Mundo Explica,Raul Seixas,Rock
Que Luz É Essa,Raul Seixas,Rock
Diamante De Mendigo,Raul Seixas,Rock
Negócio É,Raul Seixas,Rock
Século XXI,Raul Seixas,Rock
Rock Das Aranhas (Ao Vivo) (Live),Raul Seixas,Rock
The Power Of Equality,Blood Sugar Sex Magik,Alternative & Punk
If You Have To Ask,Blood Sugar Sex Magik,Alternative & Punk
Breaking The Girl,Blood Sugar Sex Magik,Alternative & Punk
Funky Monks,Blood Sugar Sex Magik,Alternative & Punk
Suck My Kiss,Blood Sugar Sex Magik,Alternative & Punk
I Could Have Lied,Blood Sugar Sex Magik,Alternative & Punk
Mellowship Slinky In B Major,Blood Sugar Sex Magik,Alternative & Punk
The Righteous & The Wicked,Blood Sugar Sex Magik,Alternative & Punk
Give It Away,Blood Sugar Sex Magik,Alternative & Punk
Blood Sugar Sex Magik,Blood Sugar Sex Magik,Alternative & Punk
Under The Bridge,Blood Sugar Sex Magik,Alternative & Punk
Naked In The Rain,Blood Sugar Sex Magik,Alternative & Punk
Apache Rose Peacock,Blood Sugar Sex Magik,Alternative & Punk
The Greeting Song,Blood Sugar Sex Magik,Alternative & Punk
My Lovely Man,Blood Sugar Sex Magik,Alternative & Punk
Sir Psycho Sexy,Blood Sugar Sex Magik,Alternative & Punk
They're Red Hot,Blood Sugar Sex Magik,Alternative & Punk
By The Way,By The Way,Rock
Universally Speaking,By The Way,Rock
This Is The Place,By The Way,Rock
Dosed,By The Way,Rock
Don't Forget Me,By The Way,Rock
The Zephyr Song,By The Way,Rock
Can't Stop,By The Way,Rock
I Could Die For You,By The Way,Rock
Midnight,By The Way,Rock
Throw Away Your Television,By The Way,Rock
Cabron,By The Way,Rock
Tear,By The Way,Rock
On Mercury,By The Way,Rock
Minor Thing,By The Way,Rock
Warm Tape,By The Way,Rock
Venice Queen,By The Way,Rock
Around The World,Californication,Rock
Parallel Universe,Californication,Rock
Scar Tissue,Californication,Rock
Otherside,Californication,Rock
Get On Top,Californication,Rock
Californication,Californication,Rock
Easily,Californication,Rock
Porcelain,Californication,Rock
Emit Remmus,Californication,Rock
I Like Dirt,Californication,Rock
This Velvet Glove,Californication,Rock
Savior,Californication,Rock
Purple Stain,Californication,Rock
Right On Time,Californication,Rock
Road Trippin',Californication,Rock
The Spirit Of Radio,Retrospective I (1974-1980),Rock
The Trees,Retrospective I (1974-1980),Rock
Something For Nothing,Retrospective I (1974-1980),Rock
Freewill,Retrospective I (1974-1980),Rock
Xanadu,Retrospective I (1974-1980),Rock
Bastille Day,Retrospective I (1974-1980),Rock
By-Tor And The Snow Dog,Retrospective I (1974-1980),Rock
Anthem,Retrospective I (1974-1980),Rock
Closer To The Heart,Retrospective I (1974-1980),Rock
2112 Overture,Retrospective I (1974-1980),Rock
The Temples Of Syrinx,Retrospective I (1974-1980),Rock
La Villa Strangiato,Retrospective I (1974-1980),Rock
Fly By Night,Retrospective I (1974-1980),Rock
Finding My Way,Retrospective I (1974-1980),Rock
Jingo,Santana - As Years Go By,Rock
El Corazon Manda,Santana - As Years Go By,Rock
La Puesta Del Sol,Santana - As Years Go By,Rock
Persuasion,Santana - As Years Go By,Rock
As The Years Go by,Santana - As Years Go By,Rock
Soul Sacrifice,Santana - As Years Go By,Rock
Fried Neckbones And Home Fries,Santana - As Years Go By,Rock
Santana Jam,Santana - As Years Go By,Rock
Evil Ways,Santana Live,Rock
We've Got To Get Together Jingo,Santana Live,Rock
Rock Me,Santana Live,Rock
Just Ain't Good Enough,Santana Live,Rock
Funky Piano,Santana Live,Rock
The Way You Do To Mer,Santana Live,Rock
Holding Back The Years,Greatest Hits,Rock
Money's Too Tight To Mention,Greatest Hits,Rock
The Right Thing,Greatest Hits,Rock
It's Only Love,Greatest Hits,Rock
A New Flame,Greatest Hits,Rock
You've Got It,Greatest Hits,Rock
If You Don't Know Me By Now,Greatest Hits,Rock
Stars,Greatest Hits,Rock
Something Got Me Started,Greatest Hits,Rock
Thrill Me,Greatest Hits,Rock
Your Mirror,Greatest Hits,Rock
For Your Babies,Greatest Hits,Rock
So Beautiful,Greatest Hits,Rock
Angel,Greatest Hits,Rock
Fairground,Greatest Hits,Rock
Água E Fogo,Maquinarama,Rock
Três Lados,Maquinarama,Rock
Ela Desapareceu,Maquinarama,Rock
Balada Do Amor Inabalável,Maquinarama,Rock
Canção Noturna,Maquinarama,Rock
Muçulmano,Maquinarama,Rock
Maquinarama,Maquinarama,Rock
Rebelião,Maquinarama,Rock
A Última Guerra,Maquinarama,Rock
Fica,Maquinarama,Rock
Ali,Maquinarama,Rock
Preto Damião,Maquinarama,Rock
É Uma Partida De Futebol,O Samba Poconé,Rock
Eu Disse A Ela,O Samba Poconé,Rock
Zé Trindade,O Samba Poconé,Rock
Garota Nacional,O Samba Poconé,Rock
Tão Seu,O Samba Poconé,Rock
Sem Terra,O Samba Poconé,Rock
Os Exilados,O Samba Poconé,Rock
Um Dia Qualquer,O Samba Poconé,Rock
Los Pretos,O Samba Poconé,Rock
Sul Da América,O Samba Poconé,Rock
Poconé,O Samba Poconé,Rock
Lucky 13,Judas 0: B-Sides and Rarities,Alternative & Punk
Aeroplane Flies High,Judas 0: B-Sides and Rarities,Alternative & Punk
Because You Are,Judas 0: B-Sides and Rarities,Alternative & Punk
Slow Dawn,Judas 0: B-Sides and Rarities,Alternative & Punk
Believe,Judas 0: B-Sides and Rarities,Alternative & Punk
